SOUANYAS;66360
AUROUER;3460
LANMODEZ;22610
GOUVILLE SUR MER;50560
SECHIN;25110
TAUTAVEL;66720
BARRAIS BUSSOLLES;3120
LANNION;22300
GRAIGNES MESNIL ANGOT;50620
SELONCOURT;25230
THEZA;66200
BEGUES;3800
LANVALLAY;22100
HARDINVAST;50690
SILLEY AMANCEY;25330
THUES ENTRE VALLS;66360
BELLENAVES;3330
LAURENAN;22230
LA HAYE;50250
THIEBOUHANS;25470
THUIR;66300
BELLERIVE SUR ALLIER;3700
LOSCOUET SUR MEU;22230
LA HAYE;50250
LA TOUR DE SCAY;25640
TRESSERRE;66300
BERT;3130
MAEL CARHAIX;22340
LA HAYE;50250
TREPOT;25620
LE VIVIER;66730
BEZENET;3170
GUERLEDAN;22530
HEAUVILLE;50340
TROUVANS;25680
ADAMSWILLER;67320
BILLY;3260
PAIMPOL;22500
HUDIMESNIL;50510
UZELLE;25340
SOMMERAU;67310
BLOMARD;3390
PENVENAN;22710
ISIGNY LE BUAT;50540
VAIRE;25220
SOMMERAU;67440
BOUCE;3150
PENVENAN;22710
JOGANVILLE;50310
VAIRE;25220
SOMMERAU;67440
BRANSAT;3500
PLAINE HAUTE;22800
LA LANDE D AIROU;50800
VAL DE ROULANS;25640
ANDLAU;67140
BRESNAY;3210
PLANCOET;22130
LINGEARD;50670
VAUCLUSE;25380
ARTOLSHEIM;67390
BUSSET;3270
FREHEL;22240
LINGREVILLE;50660
VAUDRIVILLERS;25360
ASCHBACH;67250
CHAREIL CINTRAT;3140
PLENEE JUGON;22640
MONTSENELLE;50250
VERNE;25110
BAREMBACH;67130
CHASSENARD;3510
PLESIDY;22720
MONTSENELLE;50250
VERNIERFONTAINE;25580
BENFELD;67230
CHATEL DE NEUVRE;3500
PLESTIN LES GREVES;22310
MONTSENELLE;50250
VERNOIS LES BELVOIR;25430
BERGBIETEN;67310
CHAZEMAIS;3370
PLEUMEUR BODOU;22560
LES LOGES MARCHIS;50600
HAUTTEVILLE BOCAGE;50390
BERNOLSHEIM;67170
COLOMBIER;3600
PLEUMEUR GAUTIER;22740
LES LOGES SUR BRECEY;50370
LA HAYE;50580
BERSTETT;67370
COURCAIS;3370
CHATELAUDREN PLOUAGAT;22170
LA LUZERNE;50680
THEREVAL;50570
BIBLISHEIM;67360
COUTANSOUZE;3330
PLOUARET;22420
MEAUTIS;50500
HELLEVILLE;50340
BIETLENHEIM;67720
COUZON;3160
PLOUASNE;22830
LE MESNIL;50580
HOCQUIGNY;50320
BLAESHEIM;67113
CRESSANGES;3240
PLOUEC DU TRIEUX;22260
LE MESNIL EURY;50570
ISIGNY LE BUAT;50540
BOOFZHEIM;67860
CREUZIER LE NEUF;3300
PLOUGRESCANT;22820
LE MESNIL GARNIER;50450
JUVIGNY LES VALLEES;50520
BOURG BRUCHE;67420
DOYET;3170
PLOUGUENAST LANGAST;22150
LE MESNIL VENERON;50620
JUVIGNY LES VALLEES;50520
BREITENAU;67220
ESPINASSE VOZELLE;3110
PLOUNERIN;22780
LES MOITIERS D ALLONNE;50270
LAPENTY;50600
BURBACH;67260
LA FERTE HAUTERIVE;3340
PLOURAC H;22160
MONTEBOURG;50310
MONTSENELLE;50250
COLROY LA ROCHE;67420
FOURILLES;3140
PLUMAUGAT;22250
MONTPINCHON;50210
LOLIF;50530
DAHLENHEIM;67310
LA GUILLERMIE;3250
LA PRENESSAYE;22210
MONTREUIL SUR LOZON;50570
LE LUOT;50870
DALHUNDEN;67770
LENAX;3130
LA ROCHE JAUDY;22450
MORIGNY;50410
MAGNEVILLE;50260
DAMBACH LA VILLE;67650
LIGNEROLLES;3410
LA ROCHE JAUDY;22450
MORTAIN BOCAGE;50140
MARCEY LES GREVES;50300
DETTWILLER;67490
LORIGES;3500
LA ROCHE JAUDY;22450
MORTAIN BOCAGE;50140
MARCILLY;50220
DIMBSTHAL;67440
LUNEAU;3130
ROSTRENEN;22110
NOUAINVILLE;50690
MAUPERTUIS;50410
DOMFESSEL;67430
LURCY LEVIS;3320
ROUILLAC;22250
OCTEVILLE L AVENEL;50630
LE MESNIL ADELEE;50520
DONNENHEIM;67170
MAGNET;3260
RUCA;22550
ORVAL SUR SIENNE;50660
LE MESNIL AU VAL;50110
DOSSENHEIM SUR ZINSEL;67330
HAUT BOCAGE;3190
ST BIHY;22800
OZEVILLE;50310
LE MESNIL GILBERT;50670
DRACHENBRONN BIRLENBACH;67160
MARCENAT;3260
ST BRANDAN;22800
GRANDPARIGNY;50600
LA MEURDRAQUIERE;50510
DRUSENHEIM;67410
MONESTIER;3140
ST CARADEC;22600
PERIERS;50190
MONTBRAY;50410
DURRENBACH;67360
MONETAY SUR ALLIER;3500
ST GILDAS;22800
LE PETIT CELLAND;50370
MONTCUIT;50490
DURSTEL;67320
MOULINS;3000
ST JACUT DE LA MER;22750
PICAUVILLE;50250
MONTRABOT;50810
EBERBACH SELTZ;67470
NEUVY;3000
ST JEAN KERDANIEL;22170
PONTORSON;50170
MORTAIN BOCAGE;50140
ECKARTSWILLER;67700
PARAY LE FRESIL;3230
ST JOUAN DE L ISLE;22350
PONTORSON;50170
MORTAIN BOCAGE;50140
ENGWILLER;67350
PIERREFITTE SUR LOIRE;3470
ST JUVAT;22630
PONTS;50300
MORVILLE;50700
ERGERSHEIM;67120
LE PIN;3130
ST LAUNEUC;22230
PORT BAIL SUR MER;50580
NEGREVILLE;50260
ERNOLSHEIM BRUCHE;67120
RONGERES;3150
ST MARTIN DES PRES;22320
PORT BAIL SUR MER;50580
NEUFMESNIL;50250
ERSTEIN;67150
ST BONNET DE ROCHEFORT;3800
ST MAUDAN;22600
PRECEY;50220
NEUVILLE EN BEAUMONT;50250
FLEXBOURG;67310
ST BONNET TRONCAIS;3360
ST MICHEL DE PLELAN;22980
QUETTREVILLE SUR SIENNE;50660
NOTRE DAME DE CENILLY;50210
FORSTHEIM;67580
ST DESIRE;3370
ST NICOLAS DU PELEM;22480
RAIDS;50500
GRANDPARIGNY;50600
FOUDAY;67130
ST MARTINIEN;3380
ST SERVAIS;22160
SACEY;50170
PERCY EN NORMANDIE;50410
FRIESENHEIM;67860
ST MENOUX;3210
ST TRIMOEL;22510
ST AMAND VILLAGES;50160
LA PERNELLE;50630
FROHMUHL;67290
ST PONT;3110
SQUIFFIEC;22200
ST ANDRE DE BOHON;50500
PICAUVILLE;50250
GOERSDORF;67360
SEUILLET;3260
TADEN;22100
ST BRICE DE LANDELLES;50730
PICAUVILLE;50360
GOTTENHOUSE;67700
SOUVIGNY;3210
TREBRIVAN;22340
ST CHRISTOPHE DU FOC;50340
PICAUVILLE;50480
GOTTESHEIM;67490
THENEUILLE;3350
TREDREZ LOCQUEMEAU;22300
ST CLEMENT RANCOUDRAY;50140
PIROU;50770
GRASSENDORF;67350
TREZELLES;3220
TREGLAMUS;22540
STE COLOMBE;50390
PONTORSON;50170
GUMBRECHTSHOFFEN;67110
TRONGET;3240
TREGONNEAU;22200
ST GEORGES MONTCOCQ;50000
QUETTREVILLE SUR SIENNE;50210
HAEGEN;67700
VARENNES SUR ALLIER;3150
TREGUEUX;22950
ST GERMAIN DE TOURNEBUT;50700
QUETTREVILLE SUR SIENNE;50660
HATTEN;67690
VERNEIX;3190
TREGUIDEL;22290
ST HILAIRE DU HARCOUET;50600
QUIBOU;50750
HATTMATT;67330
VILLEBRET;3310
TREMEVEN;22290
ST JAMES;50240
RAMPAN;50000
HERBITZHEIM;67260
VIPLAIX;3370
TRESSIGNAUX;22290
ST JAMES;50240
RAUVILLE LA PLACE;50390
HESSENHEIM;67390
VOUSSAC;3140
TREVE;22600
ST JEAN DE LA HAIZE;50300
REFFUVEILLE;50520
HIPSHEIM;67150
ANGLES;4170
TREVENEUC;22410
ST JEAN D ELLE;50810
RONCEY;50210
HOHFRANKENHEIM;67270
AUTHON;4200
UZEL;22460
ST JEAN D ELLE;50810
ST ANDRE DE L EPINE;50680
HUTTENDORF;67270
BAYONS;4250
LE VIEUX MARCHE;22420
ST LOUET SUR VIRE;50420
ST BARTHELEMY;50140
INGENHEIM;67270
BEYNES;4270
ARFEUILLE CHATAIN;23700
ST LOUP;50300
ST BRICE;50300
ITTERSWILLER;67140
LA BRILLANNE;4700
AZAT CHATENET;23210
ST MARCOUF;50310
ST CLAIR SUR L ELLE;50680
KERTZFELD;67230
CASTELLANE;4120
AZERABLES;23160
ST MARTIN DE CENILLY;50210
ST CYR DU BAILLEUL;50720
KINTZHEIM;67600
VAL DE CHALVAGNE;4320
BEISSAT;23260
STE MERE EGLISE;50480
ST FLOXEL;50310
KRAUTERGERSHEIM;67880
CHATEAU ARNOUX ST AUBAN;4600
BLESSAC;23200
ST OVIN;50300
ST GEORGES DE LIVOYE;50370
KUTZENHAUSEN;67250
CUREL;4200
LA BRIONNE;23000
ST PLANCHERS;50400
ST GEORGES D ELLE;50680
LAUTERBOURG;67630
DIGNE LES BAINS;4000
BUDELIERE;23170
ST QUENTIN SUR LE HOMME;50220
ST GERMAIN DE VARREVILLE;50480
LEUTENHEIM;67480
ENCHASTRAYES;4400
LA CELLE DUNOISE;23800
BOURGVALLEES;50750
ST GILLES;50180
LIPSHEIM;67640
ENTREVENNES;4700
LA CELLETTE;23350
ST SAUVEUR VILLAGES;50490
ST HILAIRE DU HARCOUET;50730
LIXHAUSEN;67270
ESPARRON DE VERDON;4800
CEYROUX;23210
ST SAUVEUR VILLAGES;50490
ST JAMES;50240
LOCHWILLER;67440
FAUCON DU CAIRE;4250
CHAMPAGNAT;23190
ST SAUVEUR VILLAGES;50490
ST JEAN D ELLE;50810
LORENTZEN;67430
FAUCON DE BARCELONNETTE;4400
LA CHAPELLE BALOUE;23160
ST SENIER DE BEUVRON;50240
ST JEAN DES CHAMPS;50320
MAISONSGOUTTE;67220
FORCALQUIER;4300
COLONDANNES;23800
ST VAAST LA HOUGUE;50550
ST JEAN DU CORAIL DES BOIS;50370
MEMMELSHOFFEN;67250
LE FUGERET;4240
CROCQ;23260
ST VAAST LA HOUGUE;50550
ST JEAN LE THOMAS;50530
MERKWILLER PECHELBRONN;67250
GANAGOBIE;4310
CROZANT;23160
TERRE ET MARAIS;50500
ST JOSEPH;50700
MIETESHEIM;67580
GIGORS;4250
DONTREIX;23700
TERRE ET MARAIS;50500
ST LAURENT DE TERREGATTE;50240
MINVERSHEIM;67270
L HOSPITALET;4150
LE DONZEIL;23480
SARTILLY BAIE BOCAGE;50530
ST MARTIN D AUDOUVILLE;50310
MITTELSCHAEFFOLSHEIM;67170
LA JAVIE;4420
FLAYAT;23260
SAVIGNY;50210
ST MAUR DES BOIS;50800
MOMMENHEIM;67670
MALIJAI;4510
FLEURAT;23320
SIDEVILLE;50690
STE MERE EGLISE;50480
MORSCHWILLER;67350
MONTFURON;4110
FRESSELINES;23450
SOURDEVAL;50150
ST NICOLAS DES BOIS;50370
MUNCHHAUSEN;67470
PEIPIN;4200
GENTIOUX PIGEROLLES;23340
SURTAINVILLE;50270
ST PIERRE EGLISE;50330
NEEWILLER PRES LAUTERBOURG;67630
PONTIS;5160
GLENIC;23380
TAILLEPIED;50390
BOURGVALLEES;50750
NIEDERHASLACH;67280
PRADS HAUTE BLEONE;4420
GOUZON;23230
TANIS;50170
BOURGVALLEES;50750
NIEDERHAUSBERGEN;67207
PRADS HAUTE BLEONE;4420
JOUILLAT;23220
TIREPIED SUR SEE;50300
BOURGVALLEES;50750
NIEDERMODERN;67350
REVEST DES BROUSSES;4150
LADAPEYRE;23270
TIREPIED SUR SEE;50870
ST SAUVEUR VILLAGES;50200
NIEDERSOULTZBACH;67330
LA ROCHEGIRON;4150
LAFAT;23800
TOCQUEVILLE;50330
ST SAUVEUR LE VICOMTE;50390
NIEDERSTEINBACH;67510
ST ETIENNE LES ORGUES;4230
LEYRAT;23600
TOURVILLE SUR SIENNE;50200
ST SEBASTIEN DE RAIDS;50190
NORDHEIM;67520
ST JACQUES;4330
LUPERSAT;23190
VALCANVILLE;50760
STE SUZANNE SUR VIRE;50750
OBENHEIM;67230
ST JEANNET;4270
LE MAS D ARTIGE;23100
VARENGUEBEC;50250
ST VIGOR DES MONTS;50420
BETSCHDORF;67660
ST JULIEN D ASSE;4270
MAZEIRAT;23150
VAUDREVILLE;50310
SARTILLY BAIE BOCAGE;50530
OBERHOFFEN SUR MODER;67240
ST LIONS;4330
MERINCHAL;23420
LA VENDELEE;50200
SAUSSEY;50200
OBERMODERN ZUTZENDORF;67330
ST PIERRE;6260
LE MONTEIL AU VICOMTE;23460
VESLY;50430
SERVON;50170
OBERMODERN ZUTZENDORF;67330
ST PONS;4400
NOUZEROLLES;23360
VESLY;50430
SOTTEVILLE;50340
OBERSOULTZBACH;67330
STE TULLE;4220
NOUZIERS;23350
VILLEDIEU LES POELES ROUFFIGNY;50800
SOURDEVAL;50150
OFFWILLER;67340
SAUMANE;4150
PARSAC RIMONDEIX;23140
VILLIERS FOSSARD;50680
TAMERVILLE;50700
OHLUNGEN;67170
SIMIANE LA ROTONDE;4150
PARSAC RIMONDEIX;23140
AIGNY;51150
LE TANU;50320
OHLUNGEN;67590
SISTERON;4200
PUY MALSIGNAT;23130
AMBRIERES;51290
LE TANU;50320
OSTWALD;67540
SOLEILHAS;4120
ROUGNAT;23700
ANGLURE;51260
LE TEILLEUL;50640
LA PETITE PIERRE;67290
THORAME BASSE;4170
SAVENNES;23000
ANGLUZELLES ET COURCELLES;51230
TESSY BOCAGE;50420
PLOBSHEIM;67115
TURRIERS;4250
SERMUR;23700
ARGERS;51800
TESSY BOCAGE;50420
RATZWILLER;67430
UVERNET FOURS;4400
ST ALPINIEN;23200
ARRIGNY;51290
TESSY BOCAGE;50420
REICHSFELD;67140
VALBELLE;4200
ST AMAND;23200
BANNAY;51270
THEVILLE;50330
REINHARDSMUNSTER;67440
ABRIES RISTOLAS;5460
ST AVIT LE PAUVRE;23480
BARBONNE FAYEL;51120
TIREPIED SUR SEE;50870
RINGENDORF;67350
AIGUILLES;5470
ST DIZIER LES DOMAINES;23270
BAUDEMENT;51260
TORIGNY LES VILLES;50160
ROSENWILLER;67560
ASPRES LES CORPS;5800
ST DIZIER MASBARAUD;23400
BAYE;51270
TORIGNY LES VILLES;50160
ROSTEIG;67290
AVANCON;5230
STE FEYRE;23000
BERGERES SOUS MONTMIRAIL;51210
LA TRINITE;50800
ROTHAU;67570
LA BATIE NEUVE;5230
ST GOUSSAUD;23430
BERZIEUX;51800
TURQUEVILLE;50480
ROTHBACH;67340
VALDOULE;5150
ST LOUP;23130
BEZANNES;51430
URVILLE;50700
SAESSOLSHEIM;67270
BUISSARD;5500
ST MARIEN;23600
BLIGNY;51170
VALOGNES;50700
ST JEAN SAVERNE;67700
CHABESTAN;5400
ST MARTIN STE CATHERINE;23430
BOUY;51400
LE VAL ST PERE;50300
SARRE UNION;67260
CHAMPCELLA;5310
ST MAURICE LA SOUTERRAINE;23300
BOUZY;51150
VER;50450
SARREWERDEN;67260
CHATEAU VILLE VIEILLE;5350
ST MEDARD LA ROCHETTE;23200
BROUSSY LE PETIT;51230
LE VICEL;50760
SCHARRACHBERGHEIM IRMSTETT;67310
EOURRES;5300
ST MICHEL DE VEISSE;23480
CERNAY EN DORMOIS;51800
VIDECOSVILLE;50630
SCHERWILLER;67750
L EPINE;5700
ST ORADOUX DE CHIROUZE;23100
CERNON;51240
ALLEMANT;51120
SCHIRMECK;67130
ESPARRON;5110
ST ORADOUX PRES CROCQ;23260
CHALONS EN CHAMPAGNE;51000
ALLIANCELLES;51250
SCHLEITHAL;67160
GARDE COLOMBE;5300
ST PIERRE BELLEVUE;23460
CHAMERY;51500
ANTHENAY;51700
SCHOENBOURG;67320
LA FARE EN CHAMPSAUR;5500
ST PIERRE LE BOST;23600
LA CHAPELLE LASSON;51260
ARZILLIERES NEUVILLE;51290
SCHWINDRATZHEIM;67270
FURMEYER;5400
ST QUENTIN LA CHABANNE;23500
CHATILLON SUR MORIN;51310
AUBERIVE;51600
SOULTZ LES BAINS;67120
GAP;5000
ST SILVAIN MONTAIGUT;23320
CHATRICES;51800
AUBILLY;51170
STEINBOURG;67790
GAP;5000
ST SULPICE LE DUNOIS;23800
LA CHAUSSEE SUR MARNE;51240
AULNAY SUR MARNE;51150
STUNDWILLER;67250
LA CHAPELLE EN VALGAUDEMAR;5800
ST SULPICE LE GUERETOIS;23000
CHAVOT COURCOURT;51530
AY CHAMPAGNE;51160
STUTZHEIM OFFENHEIM;67370
MEREUIL;5700
ST YRIEIX LES BOIS;23150
LE CHEMIN;51800
BAGNEUX;51260
SUNDHOUSE;67920
MOLINES EN QUEYRAS;5350
TERCILLAT;23350
CHENIERS;51510
BANNES;51230
THANVILLE;67220
MONTJAY;5150
THAURON;23250
CHERVILLE;51150
BASLIEUX LES FISMES;51170
TRUCHTERSHEIM;67370
ORCIERES;5170
TOULX STE CROIX;23600
CHICHEY;51120
BEINE NAUROY;51490
TRUCHTERSHEIM;67370
ORPIERRE;5700
VIDAILLAT;23250
CHIGNY LES ROSES;51500
BELVAL EN ARGONNE;51330
UHLWILLER;67350
PUY ST EUSEBE;5200
VILLARD;23800
CLESLES;51260
BIGNICOURT SUR MARNE;51300
UHRWILLER;67350
RABOU;5400
LA VILLEDIEU;23340
COIZARD JOCHES;51270
BOUILLY;51390
URMATT;67280
VAL BUECH MEOUGE;5300
ALLEMANS;24600
CONNANTRE;51230
BOURSAULT;51480
UTTENHOFFEN;67110
ST ANDRE D EMBRUN;5200
ANLHIAC;24160
CONTAULT;51330
BRUGNY VAUDANCOURT;51530
VALFF;67210
ST BONNET EN CHAMPSAUR;5500
ANNESSE ET BEAULIEU;24430
COOLUS;51510
LE BUISSON;51300
LA VANCELLE;67730
STE COLOMBE;5700
AUBAS;24290
CORMICY;51220
BUSSY LE REPOS;51330
WALBOURG;67360
LE DEVOLUY;5250
AUGIGNAC;24300
CORMICY;51220
CERNAY LES REIMS;51420
WEITBRUCH;67500
LE DEVOLUY;5250
BASSILLAC ET AUBEROCHE;24640
CORRIBERT;51270
CHAINTRIX BIERGES;51130
WESTHOFFEN;67310
LE DEVOLUY;5250
BAYAC;24150
CORROY;51230
CHAMPAUBERT;51270
WEYERSHEIM;67720
ST MARTIN DE QUEYRIERES;5120
BEAUMONTOIS EN PERIGORD;24440
COULOMMES LA MONTAGNE;51390
CHAMPVOISY;51700
WILDERSBACH;67130
ST PIERRE AVEZ;5300
BEAUREGARD ET BASSAC;24140
COURMAS;51390
CHANGY;51300
WILLGOTTHEIM;67370
SALEON;5300
BOULAZAC ISLE MANOIRE;24750
COURTAGNON;51480
CHAUMUZY;51170
WILWISHEIM;67270
LA SALLE LES ALPES;5240
BOURGNAC;24400
COURVILLE;51170
CHEMINON;51250
WINGEN;67510
SIGOTTIER;5700
BRANTOME EN PERIGORD;24310
LA CROIX EN CHAMPAGNE;51600
LA CHEPPE;51600
WINGERSHEIM LES QUATRE BANS;67170
SIGOYER;5130
LE BUISSON DE CADOUIN;24480
CUCHERY;51480
CHEPPES LA PRAIRIE;51240
WOERTH;67360
VILLAR LOUBIERE;5800
LE BUISSON DE CADOUIN;24480
DOMMARTIN LETTREE;51320
CHEPY;51240
WOLSCHHEIM;67700
VILLAR ST PANCRACE;5100
BUSSEROLLES;24360
ECLAIRES;51800
VAL DES MARAIS;51130
ZEHNACKER;67310
VITROLLES;5110
CARSAC AILLAC;24200
ECUEIL;51500
CORBEIL;51320
ZEINHEIM;67310
AIGLUN;6910
CASTELNAUD LA CHAPELLE;24250
ESCARDES;51310
COURCY;51220
AMMERSCHWIHR;68770
ASCROS;6260
CELLES;24600
ESCLAVOLLES LUREY;51260
COURDEMANGES;51300
ARTZENHEIM;68320
AURIBEAU SUR SIAGNE;6810
CHAMPAGNAC DE BELAIR;24530
EUVY;51230
COURTEMONT;51800
ASPACH MICHELBACH;68700
BELVEDERE;6450
CHAMPNIERS ET REILHAC;24360
FAUX VESIGNEUL;51320
COUVROT;51300
BALLERSDORF;68210
LA BOLLENE VESUBIE;6450
LA CHAPELLE AUBAREIL;24290
FAVRESSE;51300
CUISLES;51700
BANTZENHEIM;68490
CABRIS;6530
CHATEAU L EVEQUE;24460
FLEURY LA RIVIERE;51480
CUMIERES;51480
BELLEMAGNY;68210
CAILLE;6750
CHATRES;24120
FLORENT EN ARGONNE;51800
DAMPIERRE LE CHATEAU;51330
BENDORF;68480
CANNES;6150
CLERMONT D EXCIDEUIL;24160
FONTAINE SUR AY;51160
DOMMARTIN DAMPIERRE;51800
BERENTZWILLER;68130
LE CANNET;6110
CONDAT SUR TRINCOU;24530
LA FORESTIERE;51120
DOMMARTIN VARIMONT;51330
BERGHOLTZZELL;68500
LE CANNET;6110
CORNILLE;24750
GERMINON;51130
DORMANS;51700
BIEDERTHAL;68480
CANTARON;6340
COULOUNIEIX CHAMIERS;24660
GIVRY EN ARGONNE;51330
LES ESSARTS LES SEZANNE;51120
BIESHEIM;68600
CASTILLON;6500
COURSAC;24430
GIVRY LES LOISY;51130
ETOGES;51270
BLODELSHEIM;68740
CHATEAUNEUF D ENTRAUNES;6470
COUX ET BIGAROQUE MOUZENS;24220
GIZAUCOURT;51800
FERE CHAMPENOISE;51230
BOLLWILLER;68540
CIPIERES;6620
CUBJAC AUVEZERE VAL D ANS;24640
GOURGANCON;51230
FERE CHAMPENOISE;51230
BREITENBACH HAUT RHIN;68380
CUEBRIS;6910
DAGLAN;24250
GRANGES SUR AUBE;51260
GIFFAUMONT CHAMPAUBERT;51290
BURNHAUPT LE HAUT;68520
EZE;6360
ESCOIRE;24420
HERPONT;51460
GIGNY BUSSY;51290
CARSPACH;68130
FALICON;6950
EYMET;24500
HEUTREGIVILLE;51110
GRATREUIL;51800
DANNEMARIE;68210
GATTIERES;6510
LES EYZIES;24620
IGNY COMBLIZY;51700
HAUTVILLERS;51160
DESSENHEIM;68600
LA GAUDE;6610
FONROQUE;24500
LES ISTRES ET BURY;51190
HEILTZ L EVEQUE;51340
ESCHBACH AU VAL;68140
GRASSE;6520
GENIS;24160
JOUY LES REIMS;51390
HOURGES;51140
FALKWILLER;68210
ILONSE;6420
GOUT ROSSIGNOL;24320
JUSSECOURT MINECOURT;51340
HUIRON;51300
FERRETTE;68480
MANDELIEU LA NAPOULE;6210
GRAND BRASSAC;24350
LAGERY;51170
ISLES SUR SUIPPE;51110
FROENINGEN;68720
MOUANS SARTOUX;6370
GRIVES;24170
LANDRICOURT;51290
ISSE;51150
FULLEREN;68210
NICE;6200
GROLEJAC;24250
LAVANNES;51110
JANVRY;51390
GEISWASSER;68600
NICE;6300
JAYAC;24590
LISSE EN CHAMPAGNE;51300
JONCHERY SUR SUIPPE;51600
GOLDBACH ALTENBACH;68760
PIERREFEU;6910
RUDEAU LADOSSE;24340
LOISY SUR MARNE;51300
LIGNON;51290
HAGENBACH;68210
PUGET ROSTANG;6260
LANOUAILLE;24270
LUDES;51500
LUXEMONT ET VILLOTTE;51300
HAGENTHAL LE HAUT;68220
RIMPLAS;6420
LAVALADE;24540
MAILLY CHAMPAGNE;51500
MAFFRECOURT;51800
HARTMANNSWILLER;68500
ROQUEBRUNE CAP MARTIN;6190
LAVAUR;24550
MALMY;51800
MAGNEUX;51170
HATTSTATT;68420
ROQUEBRUNE CAP MARTIN;6190
LEMPZOURS;24800
MANCY;51530
MONTMIRAIL;51210
HEITEREN;68600
ST ANDRE DE LA ROCHE;6730
LUNAS;24130
MARDEUIL;51530
MONTMORT LUCY;51270
HORBOURG WIHR;68180
ST LEGER;6260
LUSIGNAC;24320
MARGNY;51210
MONTMORT LUCY;51270
HUNAWIHR;68150
ST SAUVEUR SUR TINEE;6420
MARCILLAC ST QUENTIN;24200
MARIGNY;51230
MOSLINS;51530
ILLFURTH;68720
SALLAGRIFFON;6910
MAREUIL EN PERIGORD;24340
MASSIGES;51800
MOURMELON LE GRAND;51400
ISSENHEIM;68500
SAORGE;6540
MAUZAC ET GRAND CASTANG;24150
MERY PREMECY;51390
MOURMELON LE PETIT;51400
JUNGHOLTZ;68500
SERANON;6750
MAZEYROLLES;24550
LE MESNIL SUR OGER;51190
NOGENT L ABBESSE;51420
KAYSERSBERG VIGNOBLE;68240
TOUET DE L ESCARENE;6440
MENESPLET;24700
MONCETZ L ABBAYE;51290
NORROIS;51300
KEMBS;68680
TOUET SUR VAR;6710
MEYRALS;24220
MONTBRE;51500
LA NOUE;51310
KIFFIS;68480
LA TOUR;6420
MONSAC;24440
MONTGENOST;51260
OEUILLY;51480
KNOERINGUE;68220
TOURNEFORT;6420
MONSAGUEL;24560
OGNES;51230
PARGNY SUR SAULX;51340
LABAROCHE;68910
TOURRETTES SUR LOUP;6140
MONTAGNAC D AUBEROCHE;24210
OMEY;51240
PEVY;51140
LAUTENBACH;68610
VALDEBLORE;6420
MONTFERRAND DU PERIGORD;24440
ORCONTE;51300
PLIVOT;51150
LAUTENBACHZELL;68610
VALLAURIS;6220
MONTPEYROUX;24610
OUTREPONT;51300
PONTFAVERGER MORONVILLIERS;51490
LAUW;68290
TENDE;6430
MONPLAISANT;24170
PIERRE MORAINS;51130
PROUILLY;51140
LIGSDORF;68480
AJOUX;7000
MOULIN NEUF;24700
POCANCY;51130
ROSNAY;51390
LUTTERBACH;68460
ALBA LA ROMAINE;7400
NADAILLAC;24590
POILLY;51170
STE GEMME;51700
MAGSTATT LE BAS;68510
BALAZUC;7120
NANTEUIL AURIAC DE BOURZAC;24320
POIX;51460
ST GILLES;51170
METZERAL;68380
BARNAS;7330
NANTHIAT;24800
POMACLE;51110
ST IMOGES;51160
MONTREUX JEUNE;68210
BIDON;7700
NASTRINGUES;24230
POSSESSE;51330
ST JEAN SUR MOIVRE;51240
MUESPACH;68640
BOREE;7310
SANILHAC;24660
POTANGIS;51260
ST MARTIN AUX CHAMPS;51240
MUHLBACH SUR MUNSTER;68380
BORNE;7590
PECHS DE L ESPERANCE;24370
POURCY;51480
ST MEMMIE;51470
MUNSTER;68140
CHALENCON;7240
PEZULS;24510
PRUNAY;51360
ST QUENTIN LES MARAIS;51300
MUNWILLER;68250
CHAUZON;7120
PONTOURS;24150
REIMS LA BRULEE;51300
ST REMY SOUS BROYES;51120
NIEDERHERGHEIM;68127
COUCOURON;7470
PRATS DE CARLUX;24370
REMICOURT;51330
SAVIGNY SUR ARDRES;51170
NIFFER;68680
CREYSSEILLES;7000
PROISSANS;24200
REVEILLON;51310
SELLES;51490
OBERBRUCK;68290
CROS DE GEORAND;7510
RIBAGNAC;24240
RIEUX;51210
SERMAIZE LES BAINS;51250
OBERHERGHEIM;68127
CROS DE GEORAND;7630
LA ROCHEBEAUCOURT ET ARGENTINE;24340
ST BRICE COURCELLES;51370
SERZY ET PRIN;51170
OBERMORSCHWILLER;68130
DOMPNAC;7260
LA ROCHE CHALAIS;24490
ST EUPHRAISE ET CLAIRIZET;51390
SOGNY EN L ANGLE;51340
OLTINGUE;68480
DUNIERE SUR EYRIEUX;7360
ROUFFIGNAC ST CERNIN DE REILHAC;24580
ST HILAIRE AU TEMPLE;51400
SOMME SUIPPE;51600
OTTMARSHEIM;68490
FABRAS;7380
VAL DE LOUYRE ET CAUDEAU;24510
ST HILAIRE LE GRAND;51600
SOMSOIS;51290
PETIT LANDAU;68490
FONS;7200
COLY ST AMAND;24290
ST JEAN DEVANT POSSESSE;51330
SONGY;51240
PFASTATT;68120
GENESTELLE;7530
ST ANTOINE DE BREUILH;24230
ST MARD LES ROUFFY;51130
SOUDE;51320
RANTZWILLER;68510
GILHOC SUR ORMEZE;7270
ST AUBIN DE CADELECH;24500
STE MARIE A PY;51600
SOUDRON;51320
REININGUE;68950
LABOULE;7110
ST AULAYE PUYMANGOU;24410
ST MASMES;51490
TINQUEUX;51430
RUMERSHEIM LE HAUT;68740
LAFARRE;7520
